draw,date,actual,predictions,mainline,support,hit_type,mark
6899,2026-01-16,597,672 / 632 / 642 / 602 / 652,672 / 632,642 / 602 / 652,none,×
6900,2026-01-19,590,639 / 659 / 609 / 839 / 638,639 / 659,609 / 839 / 638,none,×
6901,2026-01-20,932,639 / 659 / 638 / 609 / 839,639 / 659,638 / 609 / 839,none,×
6902,2026-01-21,949,601 / 631 / 651 / 901 / 931,601 / 631,651 / 901 / 931,none,×
6903,2026-01-22,527,678 / 675 / 638 / 978 / 635,678 / 675,638 / 978 / 635,none,×
6904,2026-01-23,443,659 / 649 / 679 / 699 / 859,659 / 649,679 / 699 / 859,none,×
6905,2026-01-26,643,678 / 638 / 978 / 938 / 672,678 / 638,978 / 938 / 672,none,×
6906,2026-01-27,073,678 / 638 / 672 / 637 / 648,678 / 638,672 / 637 / 648,none,×
6907,2026-01-28,447,608 / 607 / 638 / 602 / 648,608 / 607,638 / 602 / 648,none,×
6908,2026-01-29,461,679 / 639 / 649 / 979 / 678,679 / 639,649 / 979 / 678,none,×
6909,2026-01-30,388,605 / 675 / 602 / 608 / 672,605 / 675,602 / 608 / 672,none,×
6910,2026-02-02,037,608 / 638 / 658 / 605 / 607,608 / 638,658 / 605 / 607,none,×
6911,2026-02-03,105,609 / 649 / 639 / 659 / 619,609 / 649,639 / 659 / 619,none,×
6912,2026-02-04,160,332 / 832 / 232 / 632 / 132,332 / 832,232 / 632 / 132,none,×
6913,2026-02-05,470,309 / 379 / 308 / 378 / 349,309 / 379,308 / 378 / 349,none,×
6914,2026-02-06,388,609 / 608 / 649 / 639 / 909,609 / 608,649 / 639 / 909,none,×
6915,2026-02-09,316,608 / 638 / 658 / 607 / 605,608 / 638,658 / 607 / 605,none,×
6916,2026-02-10,293,607 / 605 / 637 / 635 / 657,607 / 605,637 / 635 / 657,none,×
6917,2026-02-11,224,338 / 337 / 638 / 637 / 358,338 / 337,638 / 637 / 358,none,×
6918,2026-02-12,827,348 / 358 / 398 / 648 / 378,348 / 358,398 / 648 / 378,none,×
6919,2026-02-13,493,649 / 659 / 699 / 679 / 648,649 / 659,699 / 679 / 648,none,×
6920,2026-02-16,758,637 / 638 / 937 / 938 / 632,637 / 638,937 / 938 / 632,none,×
6921,2026-02-17,269,698 / 608 / 638 / 658 / 648,698 / 608,638 / 658 / 648,none,×
6922,2026-02-18,979,375 / 378 / 308 / 305 / 675,375 / 378,308 / 305 / 675,none,×
6923,2026-02-19,135,608 / 905 / 908 / 605 / 645,608 / 905,908 / 605 / 645,none,×
6924,2026-02-20,918,342 / 352 / 302 / 332 / 312,342 / 352,302 / 332 / 312,none,×
6925,2026-02-23,843,908 / 938 / 958 / 608 / 978,908 / 938,958 / 608 / 978,none,×
6926,2026-02-24,490,678 / 648 / 638 / 677 / 647,678 / 648,638 / 677 / 647,none,×
6927,2026-02-25,099,938 / 638 / 939 / 639 / 958,938 / 638,939 / 639 / 958,none,×
6928,2026-02-26,123,635 / 638 / 658 / 655 / 639,635 / 638,658 / 655 / 639,none,×
6929,2026-02-27,682,348 / 398 / 347 / 397 / 358,348 / 398,347 / 397 / 358,none,×
6930,2026-03-02,132,601 / 631 / 651 / 671 / 608,601 / 631,651 / 671 / 608,none,×
6931,2026-03-03,731,341 / 301 / 331 / 351 / 391,341 / 301,331 / 351 / 391,none,×
6932,2026-03-04,971,635 / 645 / 638 / 605 / 648,635 / 645,638 / 605 / 648,none,×
6933,2026-03-05,903,935 / 905 / 945 / 938 / 932,935 / 905,945 / 938 / 932,none,×
6934,2026-03-06,314,938 / 937 / 932 / 930 / 638,938 / 937,932 / 930 / 638,none,×
6935,2026-03-09,413,608 / 638 / 678 / 658 / 635,608 / 638,678 / 658 / 635,none,×
6936,2026-03-10,917,908 / 938 / 907 / 937 / 978,908 / 938,907 / 937 / 978,none,×
6937,2026-03-11,540,909 / 939 / 908 / 979 / 938,909 / 939,908 / 979 / 938,none,×
6938,2026-03-12,614,978 / 678 / 679 / 979 / 938,978 / 678,679 / 979 / 938,none,×
6939,2026-03-13,670,638 / 608 / 678 / 658 / 618,638 / 608,678 / 658 / 618,none,×
6940,2026-03-16,423,608 / 638 / 609 / 639 / 648,608 / 638,609 / 639 / 648,none,×
6941,2026-03-17,834,948 / 947 / 940 / 978 / 998,948 / 947,940 / 978 / 998,none,×
6942,2026-03-18,128,638 / 618 / 648 / 608 / 678,638 / 618,648 / 608 / 678,none,×
6943,2026-03-19,690,348 / 398 / 378 / 358 / 148,348 / 398,378 / 358 / 148,none,×
6944,2026-03-20,319,638 / 639 / 658 / 628 / 632,638 / 639,658 / 628 / 632,none,×
6945,2026-03-23,191,635 / 638 / 608 / 605 / 675,635 / 638,608 / 605 / 675,none,×
6946,2026-03-24,619,335 / 338 / 330 / 332 / 337,335 / 338,330 / 332 / 337,none,×
6947,2026-03-25,141,635 / 638 / 608 / 675 / 605,635 / 638,608 / 675 / 605,none,×
6948,2026-03-26,413,375 / 370 / 378 / 372 / 345,375 / 370,378 / 372 / 345,none,×
6949,2026-03-27,048,938 / 937 / 908 / 638 / 978,938 / 937,908 / 638 / 978,none,×
6950,2026-03-30,860,678 / 638 / 648 / 675 / 978,678 / 638,648 / 675 / 978,none,×
6951,2026-03-31,048,678 / 679 / 648 / 608 / 649,678 / 679,648 / 608 / 649,none,×
6952,2026-04-01,063,678 / 648 / 638 / 698 / 978,678 / 648,638 / 698 / 978,none,×
6953,2026-04-02,095,678 / 648 / 608 / 647 / 670,678 / 648,608 / 647 / 670,none,×
6954,2026-04-03,479,632 / 652 / 932 / 622 / 638,632 / 652,932 / 622 / 638,none,×
6955,2026-04-06,881,948 / 648 / 945 / 938 / 908,948 / 648,945 / 938 / 908,none,×
6956,2026-04-07,228,635 / 638 / 608 / 630 / 605,635 / 638,608 / 630 / 605,none,×
6957,2026-04-08,941,348 / 398 / 648 / 698 / 378,348 / 398,648 / 698 / 378,none,×
6958,2026-04-09,944,948 / 978 / 945 / 940 / 975,948 / 978,945 / 940 / 975,none,×
6959,2026-04-10,047,948 / 978 / 648 / 938 / 678,948 / 978,648 / 938 / 678,none,×
6960,2026-04-13,528,649 / 648 / 679 / 678 / 640,649 / 648,679 / 678 / 640,none,×
6961,2026-04-14,186,648 / 948 / 698 / 448 / 848,648 / 948,698 / 448 / 848,none,×
6962,2026-04-15,099,337 / 307 / 347 / 317 / 335,337 / 307,347 / 317 / 335,none,×
6963,2026-04-16,039,638 / 635 / 628 / 658 / 938,638 / 635,628 / 658 / 938,none,×
6964,2026-04-17,133,648 / 645 / 618 / 638 / 698,648 / 645,618 / 638 / 698,none,×
6965,2026-04-20,231,348 / 148 / 347 / 338 / 318,348 / 148,347 / 338 / 318,none,×
6966,2026-04-21,202,348 / 648 / 345 / 638 / 338,348 / 648,345 / 638 / 338,none,×
6967,2026-04-22,801,631 / 331 / 931 / 431 / 131,631 / 331,931 / 431 / 131,none,×
6968,2026-04-23,377,638 / 635 / 630 / 632 / 637,638 / 635,630 / 632 / 637,none,×
6969,2026-04-24,137,648 / 649 / 638 / 639 / 608,648 / 649,638 / 639 / 608,none,×
6970,2026-04-27,425,348 / 349 / 338 / 148 / 339,348 / 349,338 / 148 / 339,none,×
6971,2026-04-28,837,942 / 642 / 692 / 992 / 948,942 / 642,692 / 992 / 948,none,×
6972,2026-04-29,818,648 / 638 / 649 / 639 / 647,648 / 638,649 / 639 / 647,none,×
6973,2026-04-30,035,638 / 608 / 678 / 618 / 637,638 / 608,678 / 618 / 637,none,×
6974,2026-05-01,706,632 / 642 / 932 / 612 / 638,632 / 642,932 / 612 / 638,none,×
6975,2026-05-04,791,637 / 635 / 638 / 937 / 137,637 / 635,638 / 937 / 137,none,×
6976,2026-05-05,579,638 / 635 / 630 / 637 / 938,638 / 635,630 / 637 / 938,none,×
6977,2026-05-06,369,438 / 638 / 648 / 938 / 448,438 / 638,648 / 938 / 448,none,×
6978,2026-05-07,256,678 / 648 / 608 / 638 / 675,678 / 648,608 / 638 / 675,none,×
6979,2026-05-08,647,397 / 337 / 637 / 137 / 437,397 / 337,637 / 137 / 437,none,×
6980,2026-05-11,971,648 / 638 / 649 / 678 / 639,648 / 638,649 / 678 / 639,none,×
6981,2026-05-12,760,938 / 948 / 935 / 908 / 138,938 / 948,935 / 908 / 138,none,×
6982,2026-05-13,848,678 / 648 / 608 / 679 / 638,678 / 648,608 / 679 / 638,none,×
6983,2026-05-14,674,648 / 678 / 638 / 647 / 637,648 / 678,638 / 647 / 637,box,〇
6984,2026-05-15,685,638 / 648 / 608 / 138 / 148,638 / 648,608 / 138 / 148,none,×
6985,2026-05-18,621,632 / 602 / 638 / 672 / 608,632 / 602,638 / 672 / 608,none,×
6986,2026-05-19,284,648 / 698 / 645 / 640 / 678,648 / 698,645 / 640 / 678,none,×
6987,2026-05-20,762,638 / 338 / 608 / 308 / 138,638 / 338,608 / 308 / 138,none,×
6988,2026-05-21,127,671 / 641 / 601 / 631 / 971,671 / 641,601 / 631 / 971,none,×
6989,2026-05-22,253,348 / 248 / 148 / 398 / 349,348 / 248,148 / 398 / 349,none,×
6990,2026-05-25,097,638 / 338 / 698 / 398 / 138,638 / 338,698 / 398 / 138,none,×
6991,2026-05-26,667,638 / 639 / 637 / 630 / 138,638 / 639,637 / 630 / 138,none,×
6992,2026-05-27,255,678 / 648 / 679 / 608 / 649,678 / 648,679 / 608 / 649,none,×
6993,2026-05-28,274,692 / 632 / 392 / 332 / 642,692 / 632,392 / 332 / 642,none,×
6994,2026-05-29,692,638 / 648 / 338 / 608 / 348,638 / 648,338 / 608 / 348,none,×
6995,2026-06-01,286,631 / 651 / 621 / 831 / 638,631 / 651,621 / 831 / 638,none,×
6996,2026-06-02,625,637 / 607 / 635 / 337 / 237,637 / 607,635 / 337 / 237,none,×
6997,2026-06-03,948,642 / 692 / 672 / 652 / 648,642 / 692,672 / 652 / 648,none,×
6998,2026-06-04,030,978 / 678 / 948 / 938 / 648,978 / 678,948 / 938 / 648,none,×
6999,2026-06-05,360,638 / 648 / 608 / 618 / 639,638 / 648,608 / 618 / 639,none,×
7000,2026-06-08,649,678 / 648 / 608 / 638 / 679,678 / 648,608 / 638 / 679,none,×
7001,2026-06-09,633,678 / 638 / 648 / 675 / 635,678 / 638,648 / 675 / 635,none,×
7002,2026-06-10,159,638 / 648 / 637 / 647 / 631,638 / 648,637 / 647 / 631,none,×
7003,2026-06-11,707,238 / 298 / 638 / 138 / 338,238 / 298,638 / 138 / 338,none,×
7004,2026-06-12,008,638 / 639 / 637 / 630 / 632,638 / 639,637 / 630 / 632,none,×
7005,2026-06-15,016,638 / 637 / 635 / 631 / 648,638 / 637,635 / 631 / 648,none,×
7006,2026-06-16,577,637 / 635 / 607 / 638 / 605,637 / 635,607 / 638 / 605,none,×
7007,2026-06-17,096,638 / 648 / 639 / 608 / 649,638 / 648,639 / 608 / 649,none,×
7008,2026-06-18,936,637 / 635 / 638 / 657 / 607,637 / 635,638 / 657 / 607,none,×
7009,2026-06-19,651,637 / 937 / 647 / 947 / 635,637 / 937,647 / 947 / 635,none,×
7010,2026-06-22,166,638 / 635 / 608 / 698 / 637,638 / 635,608 / 698 / 637,none,×
7011,2026-06-23,495,247 / 277 / 347 / 377 / 647,247 / 277,347 / 377 / 647,none,×
7012,2026-06-24,527,632 / 932 / 638 / 938 / 652,632 / 932,638 / 938 / 652,none,×
7013,2026-06-25,873,648 / 649 / 698 / 647 / 658,648 / 649,698 / 647 / 658,none,×
7014,2026-06-26,481,638 / 637 / 648 / 647 / 608,638 / 637,648 / 647 / 608,none,×
7015,2026-06-29,554,638 / 635 / 608 / 637 / 605,638 / 635,608 / 637 / 605,none,×
7016,2026-06-30,629,638 / 698 / 608 / 648 / 658,638 / 698,608 / 648 / 658,none,×
7017,2026-07-01,026,648 / 645 / 698 / 658 / 678,648 / 645,698 / 658 / 678,none,×
7018,2026-07-02,768,647 / 697 / 645 / 657 / 695,647 / 697,645 / 657 / 695,none,×
7019,2026-07-03,304,678 / 648 / 608 / 638 / 658,678 / 648,608 / 638 / 658,none,×
7020,2026-07-06,069,638 / 635 / 637 / 648 / 608,638 / 635,637 / 648 / 608,none,×
7021,2026-07-07,134,678 / 648 / 608 / 675 / 645,678 / 648,608 / 675 / 645,none,×
7022,2026-07-08,830,238 / 248 / 338 / 138 / 638,238 / 248,338 / 138 / 638,none,×
7023,2026-07-09,826,638 / 648 / 639 / 608 / 658,638 / 648,639 / 608 / 658,none,×
7024,2026-07-10,097,647 / 697 / 645 / 657 / 695,647 / 697,645 / 657 / 695,none,×
7025,2026-07-13,549,638 / 639 / 637 / 658 / 630,638 / 639,637 / 658 / 630,none,×
7026,2026-07-14,939,638 / 678 / 648 / 635 / 675,638 / 678,648 / 635 / 675,none,×
7027,2026-07-15,583,638 / 938 / 635 / 838 / 138,638 / 938,635 / 838 / 138,none,×
7028,2026-07-16,456,637 / 638 / 607 / 608 / 837,637 / 638,607 / 608 / 837,none,×
7029,2026-07-17,388,637 / 937 / 697 / 607 / 635,637 / 937,697 / 607 / 635,none,×
7030,2026-07-20,053,638 / 608 / 637 / 658 / 635,638 / 608,637 / 658 / 635,none,×
7031,2026-07-21,413,637 / 638 / 697 / 698 / 607,637 / 638,697 / 698 / 607,none,×
7032,2026-07-22,492,637 / 638 / 937 / 938 / 607,637 / 638,937 / 938 / 607,none,×
7033,2026-07-23,147,631 / 931 / 651 / 431 / 951,631 / 931,651 / 431 / 951,none,×
7034,2026-07-24,777,239 / 238 / 237 / 279 / 278,239 / 238,237 / 279 / 278,none,×
7035,2026-07-27,432,638 / 637 / 639 / 608 / 607,638 / 637,639 / 608 / 607,none,×
7036,2026-07-28,420,631 / 931 / 641 / 651 / 601,631 / 931,641 / 651 / 601,none,×
7037,2026-07-29,038,648 / 698 / 658 / 948 / 649,648 / 698,658 / 948 / 649,none,×
7038,2026-07-30,424,638 / 637 / 648 / 608 / 658,638 / 637,648 / 608 / 658,none,×
7039,2026-07-31,838,698 / 648 / 658 / 638 / 678,698 / 648,658 / 638 / 678,none,×
7040,2026-08-03,313,638 / 637 / 608 / 658 / 635,638 / 637,608 / 658 / 635,none,×
7041,2026-08-04,722,637 / 638 / 607 / 657 / 608,637 / 638,607 / 657 / 608,none,×
7042,2026-08-05,750,691 / 651 / 641 / 631 / 671,691 / 651,641 / 631 / 671,none,×
7043,2026-08-06,163,638 / 639 / 608 / 698 / 658,638 / 639,608 / 698 / 658,none,×
7044,2026-08-07,487,237 / 277 / 278 / 377 / 378,237 / 277,278 / 377 / 378,none,×
7045,2026-08-10,180,638 / 637 / 639 / 608 / 938,638 / 637,639 / 608 / 938,none,×
7046,2026-08-11,507,238 / 338 / 138 / 638 / 358,238 / 338,138 / 638 / 358,none,×
7047,2026-08-12,380,637 / 638 / 639 / 437 / 438,637 / 638,639 / 437 / 438,none,×
7048,2026-08-13,770,638 / 608 / 658 / 639 / 609,638 / 608,658 / 639 / 609,none,×
7049,2026-08-14,638,638 / 608 / 639 / 648 / 658,638 / 608,639 / 648 / 658,straight,◎
7050,2026-08-17,978,638 / 637 / 658 / 608 / 648,638 / 637,658 / 608 / 648,none,×
7051,2026-08-18,409,638 / 938 / 138 / 838 / 608,638 / 938,138 / 838 / 608,none,×
7052,2026-08-19,872,638 / 938 / 635 / 438 / 639,638 / 938,635 / 438 / 639,none,×
7053,2026-08-20,919,631 / 601 / 638 / 637 / 651,631 / 601,638 / 637 / 651,none,×
7054,2026-08-21,286,638 / 938 / 658 / 678 / 608,638 / 938,658 / 678 / 608,none,×
7055,2026-08-24,937,637 / 607 / 657 / 337 / 357,637 / 607,657 / 337 / 357,none,×
7056,2026-08-25,186,638 / 639 / 938 / 637 / 937,638 / 639,938 / 637 / 937,none,×
7057,2026-08-26,708,237 / 337 / 637 / 137 / 357,237 / 337,637 / 137 / 357,none,×
7058,2026-08-27,460,638 / 637 / 138 / 658 / 635,638 / 637,138 / 658 / 635,none,×
7059,2026-08-28,191,678 / 608 / 978 / 638 / 908,678 / 608,978 / 638 / 908,none,×
7060,2026-08-31,877,238 / 138 / 338 / 438 / 638,238 / 138,338 / 438 / 638,none,×
7061,2026-09-01,882,638 / 637 / 639 / 608 / 630,638 / 637,639 / 608 / 630,none,×
7062,2026-09-02,212,631 / 601 / 651 / 637 / 638,631 / 601,651 / 637 / 638,none,×
